Crop,Week,Temp_C,Humidity_RH,pH_Water,N_ppm,P_ppm,K_ppm,EC_Target
spinach,6,25.28,53.9,5.94,177.1,58.55,247.1,0.931
zucchini,3,19.37,57.44,7.69,154.3,51.65,256.3,0.891
cilantro,3,32.32,52.03,6.06,126.82,37.3,161.63,0.628
bean,9,33.46,55.2,7.05,117.21,41.88,167.38,0.63
arugula,5,25.2,46.35,6.56,166.36,43.18,206.36,0.802
cucumber,3,6.35,62.3,6.39,204.82,70.91,362.32,1.231
melon,11,21.17,71.97,5.88,165.72,72.86,385.72,1.204
lettuce,1,17.96,56.65,7.31,93.22,31.61,103.22,0.44
zucchini,3,19.55,60.66,6.52,183.48,61.74,303.48,1.058
arugula,5,21.79,56.97,6.3,168.44,44.22,208.44,0.812
cilantro,4,19.58,58.17,5.63,144.55,42.28,184.55,0.716
arugula,1,20.67,75.25,6.36,102.17,31.09,122.17,0.493
spinach,4,18.5,50.83,7.29,176.94,58.47,246.94,0.93
bean,4,17.43,51.04,5.54,143.64,51.82,203.64,0.77
cucumber,4,21.91,66.27,6.25,200.3,70.15,350.3,1.197
zucchini,7,20.59,65.86,6.31,187.2,63.6,307.2,1.076
eggplant,11,18.22,55.35,6.18,175.94,72.97,355.94,1.166
cilantro,2,23.75,63.79,6.19,75.83,27.92,95.83,0.385
eggplant,2,32.24,62.03,6.59,104.08,43.31,130.27,0.535
strawberry,11,29.77,58.06,5.58,101.91,46.22,196.6,0.665
cucumber,10,22.34,46.23,5.97,199.59,69.8,349.59,1.194
tomato,13,28.29,33.46,6.13,159.11,75.1,346.29,1.12
cucumber,6,23.05,66.79,6.29,200.17,70.08,350.17,1.197
bean,7,25.24,58.21,6.44,143.21,51.61,203.21,0.768
zucchini,4,17.0,57.77,6.83,179.34,59.67,299.34,1.038
cilantro,2,21.66,53.03,5.53,85.38,32.69,105.38,0.431
tomato,13,20.85,71.23,6.71,173.44,81.72,383.44,1.232
eggplant,12,8.88,57.99,5.52,170.09,69.29,359.09,1.154
cucumber,1,30.98,55.43,5.86,106.59,35.08,133.91,0.531
mint,6,23.14,43.2,5.38,193.13,51.56,223.13,0.902
cilantro,5,21.2,75.42,7.72,123.03,36.02,157.03,0.61
tomato,7,23.89,46.61,6.37,197.35,58.67,277.35,1.029
spinach,2,29.65,50.85,6.34,90.05,26.01,109.06,0.434
cilantro,2,24.5,68.29,6.24,75.21,27.6,95.21,0.382
cilantro,6,24.55,46.73,5.26,133.97,36.99,173.97,0.665
melon,6,21.04,57.83,5.23,156.99,68.49,376.99,1.162
lettuce,7,24.79,55.99,5.55,167.19,53.59,207.19,0.825
pepper,8,17.5,82.46,6.13,164.27,62.13,324.27,1.062
bean,4,20.5,37.72,6.35,125.82,44.91,179.82,0.676
pak_choi,3,21.55,55.11,6.41,177.64,63.82,257.64,0.963
bean,1,22.0,70.49,5.57,119.58,39.79,119.58,0.538
zucchini,4,16.5,62.97,6.36,180.02,60.01,300.02,1.042
pak_choi,5,8.33,51.84,6.46,175.38,61.44,259.38,0.957
eggplant,8,26.3,86.18,7.12,171.28,70.64,351.28,1.144
cilantro,3,26.25,45.73,6.26,146.36,43.18,186.36,0.725
cilantro,4,5.66,55.13,6.06,144.82,40.91,186.82,0.718
cucumber,5,27.53,92.37,6.92,211.95,75.98,361.95,1.253
cucumber,2,33.67,55.91,7.2,100.67,33.74,125.57,0.501
zucchini,9,27.49,49.04,5.05,194.07,67.03,314.07,1.109
lettuce,5,23.19,51.01,8.05,131.7,40.35,165.7,0.651
pepper,5,18.37,41.65,6.53,177.62,48.81,237.62,0.895
pak_choi,3,27.53,63.06,6.69,170.44,60.22,250.44,0.928
pak_choi,3,29.27,58.52,4.76,129.36,44.38,194.31,0.71
cilantro,5,27.23,59.83,5.77,137.05,38.53,177.05,0.68
eggplant,16,28.17,70.45,6.34,174.98,72.57,354.06,1.16
bean,9,27.61,74.45,5.84,139.07,49.54,199.07,0.748
cucumber,6,26.77,51.16,5.96,197.51,68.75,347.51,1.184
cucumber,12,26.15,64.68,7.28,197.25,68.62,347.25,1.182
tomato,10,22.96,56.77,7.18,164.92,77.46,374.92,1.191
strawberry,20,22.98,82.31,6.69,106.72,48.36,206.72,0.698
spinach,6,22.83,77.76,6.21,179.49,59.74,249.49,0.943
pepper,4,20.71,57.82,7.83,151.63,41.82,202.63,0.764
cucumber,8,25.07,56.46,5.9,192.11,66.05,342.11,1.158
tomato,3,26.27,52.22,6.55,115.51,47.76,145.51,0.596
eggplant,8,30.05,48.05,5.94,162.5,67.17,331.43,1.082
arugula,4,22.03,58.95,6.12,167.98,43.99,207.98,0.81
strawberry,2,23.12,45.38,6.55,91.38,40.69,121.38,0.489
spinach,1,15.07,74.09,6.02,99.44,29.72,119.44,0.479
pak_choi,6,30.72,63.38,6.11,152.31,53.2,225.79,0.832
arugula,5,21.25,51.1,5.63,151.73,35.86,191.73,0.732
pepper,14,27.94,59.71,6.54,156.59,58.3,316.59,1.025
cucumber,12,26.34,53.03,5.92,194.77,67.39,344.77,1.171
mint,1,29.17,38.98,5.86,75.64,20.52,75.64,0.331
zucchini,4,19.12,38.1,7.17,171.06,58.53,279.06,0.981
eggplant,13,21.65,64.15,6.53,170.14,70.07,350.14,1.139
strawberry,13,22.52,42.97,6.36,115.37,52.68,215.37,0.739
pepper,10,20.48,72.05,6.03,162.23,61.12,322.23,1.052
bean,5,29.69,48.98,4.88,112.01,40.02,159.97,0.602
mint,8,26.93,73.0,5.45,195.59,52.79,225.59,0.914
eggplant,11,30.45,43.56,5.19,160.66,66.43,327.43,1.069
strawberry,7,19.12,54.13,7.62,88.41,39.95,173.41,0.582
tomato,5,18.56,48.71,6.07,195.99,58.0,275.99,1.022
pepper,6,19.31,42.81,5.0,182.83,51.41,242.83,0.92
bean,5,8.57,52.45,5.56,146.06,52.03,209.06,0.785
pak_choi,1,33.65,82.21,6.06,75.61,29.5,92.22,0.381
eggplant,9,27.17,66.88,6.22,169.83,69.91,349.83,1.137
zucchini,5,22.99,62.02,7.33,184.24,62.12,304.24,1.062
pepper,2,30.51,73.82,7.18,109.59,36.3,128.09,0.528
pepper,4,20.61,45.25,4.65,158.53,45.26,209.53,0.797
bean,8,26.85,30.41,6.21,118.0,41.0,172.0,0.638
basil,2,27.39,50.29,5.97,96.4,28.2,96.4,0.426
arugula,2,27.35,27.64,6.39,94.82,29.41,112.82,0.457
eggplant,10,21.56,60.36,6.94,170.28,70.14,350.28,1.139
tomato,4,22.34,55.48,6.35,202.69,61.35,282.69,1.054
pak_choi,6,26.49,42.86,4.49,147.56,52.53,215.56,0.802
spinach,5,25.55,56.81,6.15,190.96,65.48,260.96,0.998
strawberry,10,25.29,59.41,7.13,112.83,51.42,212.83,0.727
melon,10,16.04,79.41,6.38,164.12,72.06,384.12,1.196
pepper,8,21.4,50.0,6.52,159.7,59.85,319.7,1.04
cilantro,5,22.31,77.21,5.09,135.15,37.57,175.15,0.671
spinach,4,23.37,28.67,5.81,161.14,53.57,224.14,0.846
eggplant,11,26.26,51.7,5.01,168.56,69.28,348.56,1.131
bean,9,28.62,61.28,5.39,144.54,52.64,203.43,0.773
bean,6,19.17,71.31,6.2,147.21,53.6,207.21,0.787
mint,9,25.81,54.7,6.59,194.04,52.02,224.04,0.907
pepper,5,31.05,53.94,6.7,161.35,44.34,215.86,0.813
tomato,3,23.26,57.41,7.15,129.38,54.69,159.38,0.662
pepper,10,22.32,47.36,6.9,164.93,62.47,324.93,1.065
cucumber,12,34.43,72.87,5.36,159.9,55.74,280.96,0.958
basil,2,18.4,67.03,5.38,103.39,31.69,103.39,0.46
melon,7,24.69,64.97,6.35,158.02,69.01,378.02,1.167
tomato,8,17.36,53.27,5.02,170.85,80.42,380.85,1.219
cucumber,8,27.36,70.47,4.82,164.83,56.92,292.33,0.991
tomato,10,26.27,72.84,5.57,166.5,78.25,376.5,1.198
eggplant,2,20.97,66.74,6.9,115.08,47.54,145.08,0.593
strawberry,12,31.81,82.54,5.49,95.09,43.11,183.66,0.621
strawberry,11,29.59,68.71,7.58,91.49,41.73,171.72,0.588
cilantro,6,18.95,48.13,7.84,117.77,33.38,151.77,0.584
pepper,14,28.26,69.35,6.98,161.96,61.14,320.71,1.049
lettuce,3,17.08,77.25,4.98,123.95,36.47,157.95,0.614
cucumber,8,19.99,71.41,7.14,197.34,68.67,347.34,1.183
basil,3,14.63,67.7,6.53,154.13,40.31,185.63,0.733
eggplant,7,16.16,61.0,5.98,164.94,67.47,344.94,1.113
pak_choi,2,28.52,55.56,6.56,93.65,36.98,113.33,0.47
basil,2,23.48,69.04,6.45,103.48,31.74,103.48,0.46
zucchini,10,9.16,37.63,6.86,164.52,53.76,278.52,0.958
strawberry,8,26.61,70.21,7.27,111.64,50.82,211.64,0.721
strawberry,9,14.84,48.64,6.84,122.16,55.83,227.16,0.781
arugula,3,37.0,74.87,6.5,121.87,31.73,151.07,0.588
cilantro,6,22.58,47.09,6.2,145.6,42.8,185.6,0.721
pepper,2,15.93,58.01,5.67,126.45,43.22,146.45,0.61
melon,3,23.54,78.71,5.19,139.98,49.99,179.98,0.713
basil,3,23.7,49.93,5.95,146.85,38.42,176.85,0.698
tomato,3,23.21,41.52,6.66,120.4,50.2,150.4,0.619
tomato,14,35.44,64.1,6.17,126.51,59.37,289.64,0.917
cilantro,5,13.72,28.38,4.42,110.62,31.31,142.62,0.549
cucumber,11,30.62,84.78,5.23,185.19,64.95,323.4,1.106
tomato,7,22.91,80.21,5.58,195.66,57.83,275.66,1.021
cilantro,3,24.61,57.19,6.0,143.74,41.87,183.74,0.712
zucchini,7,28.87,94.88,5.29,179.45,60.51,296.31,1.034
melon,1,25.52,47.42,5.1,140.79,50.39,180.79,0.717
tomato,15,22.74,84.04,5.29,173.89,81.95,383.89,1.234
eggplant,9,25.16,44.86,5.64,168.43,69.22,348.43,1.13
tomato,2,30.43,59.84,6.56,120.61,51.04,148.43,0.617
tomato,1,26.8,47.81,4.33,92.24,37.62,117.74,0.478
strawberry,14,17.25,48.7,6.5,114.64,52.32,214.64,0.736
melon,3,21.53,48.24,6.53,140.9,50.45,180.9,0.718
bean,2,20.99,31.32,6.54,119.94,41.97,119.94,0.544
basil,6,32.24,71.4,5.47,125.45,32.18,151.63,0.596
zucchini,9,19.7,44.62,6.79,183.4,61.7,303.4,1.058
basil,4,22.9,58.04,6.06,154.4,42.2,184.4,0.735
eggplant,4,26.22,37.1,7.9,89.83,37.42,112.33,0.462
cucumber,8,29.62,43.96,6.49,191.7,67.31,334.41,1.144
arugula,4,24.31,28.15,4.94,119.94,29.97,149.94,0.578
zucchini,4,19.76,40.55,5.9,171.32,55.66,291.32,1.0
basil,6,26.95,62.67,5.45,149.85,39.93,179.85,0.713
melon,7,19.2,61.99,6.34,151.71,65.85,371.71,1.136
basil,2,29.71,62.07,6.1,97.5,29.77,97.5,0.433
pak_choi,4,25.01,63.67,7.2,171.65,60.83,251.65,0.934
bean,7,28.91,26.01,5.37,112.98,39.04,165.35,0.612
strawberry,6,22.63,79.41,5.42,104.68,47.34,204.68,0.688
pepper,12,22.17,58.01,5.57,161.93,60.96,321.93,1.051
spinach,1,31.96,55.55,7.43,91.96,28.35,109.58,0.443
pepper,2,31.74,68.43,6.96,105.7,35.09,123.45,0.51
arugula,4,22.81,56.93,6.13,162.43,41.21,202.43,0.783
cucumber,9,27.35,60.98,7.52,159.35,54.18,286.85,0.965
eggplant,10,20.43,62.44,5.56,167.94,68.97,347.94,1.128
bean,2,29.33,55.85,5.77,116.4,39.0,116.4,0.524
lettuce,1,26.67,60.5,6.73,89.65,29.82,99.65,0.423
pepper,2,30.79,58.28,5.21,111.42,37.39,129.75,0.537
melon,5,30.52,89.46,6.45,141.11,61.31,344.47,1.055
cucumber,2,22.67,85.92,6.79,127.15,43.58,157.15,0.632
bean,7,24.58,49.23,6.76,141.35,50.68,201.35,0.759
melon,7,20.58,53.98,5.6,166.38,73.19,386.38,1.207
cilantro,2,22.86,79.71,5.54,77.29,28.64,97.29,0.392
cilantro,3,17.09,53.28,6.07,140.32,40.16,180.32,0.696
pepper,12,26.13,43.72,6.43,158.0,59.0,318.0,1.032
zucchini,5,30.66,70.27,5.87,172.8,58.79,283.22,0.993
basil,8,23.15,75.21,5.05,143.54,36.77,173.54,0.682
melon,7,22.21,59.16,6.14,160.8,70.4,380.8,1.18
arugula,3,35.39,77.93,4.93,92.95,21.34,118.08,0.448
pak_choi,3,40.0,44.83,8.55,88.59,32.04,127.79,0.479
mint,8,26.49,43.46,5.49,187.37,48.68,217.37,0.874
zucchini,9,18.37,44.41,6.23,176.16,58.08,296.16,1.023
strawberry,20,18.85,40.08,5.72,108.05,49.03,208.05,0.704
arugula,3,26.6,35.72,6.77,143.38,35.69,179.38,0.691
mint,3,12.74,61.89,6.24,202.6,54.05,234.1,0.946
spinach,5,17.22,49.62,6.49,177.75,58.87,247.75,0.934
lettuce,1,26.09,86.07,6.97,85.71,27.86,95.71,0.404
spinach,6,31.66,55.1,6.29,175.19,60.89,237.5,0.913
pepper,5,19.62,54.93,5.38,173.91,46.95,233.91,0.877
strawberry,4,32.99,37.65,6.59,56.48,24.49,78.99,0.308
pak_choi,5,25.63,68.3,5.95,173.63,61.81,253.63,0.943
cilantro,6,23.76,59.19,7.39,138.15,39.08,178.15,0.685
bean,9,18.46,64.83,5.96,132.06,46.03,192.06,0.714
pak_choi,2,29.88,68.89,6.11,99.75,40.44,118.63,0.499
cucumber,6,33.74,54.82,6.4,170.22,60.28,294.39,1.012
melon,4,36.71,71.09,6.7,118.89,52.06,281.4,0.872
eggplant,12,27.22,64.73,5.66,162.56,66.28,342.56,1.102
cucumber,6,25.2,46.98,6.46,207.9,73.95,357.9,1.234
pepper,6,22.68,75.77,5.67,172.31,46.16,232.31,0.869
bean,1,28.28,86.67,4.57,102.22,34.28,102.22,0.46
melon,11,15.24,73.65,7.49,161.8,70.9,381.8,1.185
strawberry,6,22.65,58.53,5.68,109.78,49.89,209.78,0.713
pak_choi,6,21.88,67.22,6.35,170.38,60.19,250.38,0.928
cilantro,3,16.84,56.37,6.86,135.77,37.88,175.77,0.674
arugula,2,21.18,83.32,4.5,86.49,26.25,103.49,0.417
basil,7,25.98,43.88,7.86,122.92,31.71,148.42,0.584
spinach,5,29.06,42.2,7.54,149.44,50.17,206.71,0.784
eggplant,8,10.48,39.02,7.69,133.87,54.94,277.87,0.9
strawberry,4,17.1,45.53,5.73,84.38,37.19,114.38,0.455
arugula,2,20.56,50.77,5.59,91.06,25.53,111.06,0.439
bean,2,25.24,47.87,4.29,102.25,34.13,102.25,0.46
arugula,5,22.96,36.63,6.49,144.47,36.23,180.47,0.697
basil,7,34.01,74.23,6.57,124.11,33.37,148.7,0.59
bean,5,24.85,51.16,6.34,141.29,50.64,201.29,0.758
lettuce,7,30.76,49.69,6.12,148.79,46.88,185.48,0.735
zucchini,8,30.24,65.82,6.91,163.44,53.74,275.38,0.95
arugula,1,20.74,57.68,5.21,96.66,28.33,116.66,0.466
bean,4,20.25,55.77,5.6,136.72,48.36,196.72,0.736
tomato,3,28.7,26.62,5.58,101.02,41.72,127.39,0.521
pepper,3,17.13,48.0,5.61,120.74,40.37,140.74,0.582
bean,3,23.65,28.26,6.0,121.95,42.98,175.95,0.657
mint,10,24.87,69.23,4.57,169.82,46.66,195.32,0.794
melon,3,21.26,83.8,4.95,120.95,43.47,154.95,0.616
bean,1,31.05,58.42,6.19,113.15,38.4,113.15,0.51
strawberry,8,25.68,49.28,5.76,114.45,52.23,214.45,0.735
mint,6,17.83,24.97,6.01,175.48,47.24,202.48,0.82
lettuce,7,17.93,77.11,4.67,140.43,44.72,174.43,0.693
mint,3,19.41,54.75,6.4,188.99,49.49,218.99,0.882
pak_choi,5,20.73,61.58,6.16,170.17,60.09,250.17,0.927
zucchini,10,19.94,68.23,5.23,175.05,57.52,295.05,1.018
mint,9,19.4,59.09,6.56,181.27,45.64,211.27,0.845
zucchini,10,20.33,26.88,5.82,159.67,52.83,267.67,0.926
arugula,4,20.64,71.59,6.6,165.11,42.56,205.11,0.796
tomato,7,20.83,86.45,4.99,171.8,51.9,239.8,0.894
melon,1,31.93,53.84,6.12,135.52,50.12,170.81,0.687
pak_choi,4,32.57,78.13,5.77,135.27,46.06,204.3,0.744
pak_choi,2,23.94,53.12,7.18,102.6,41.3,122.6,0.514
pak_choi,4,24.84,66.59,5.83,169.9,59.95,249.9,0.925
arugula,2,15.93,70.3,6.58,109.15,34.57,129.15,0.526
zucchini,2,20.25,67.72,6.79,122.41,46.2,152.41,0.619
pepper,14,27.16,45.78,6.1,168.35,64.17,328.35,1.082
spinach,2,34.46,47.53,5.45,70.2,18.98,86.32,0.338
bean,4,21.17,49.57,4.82,113.98,39.99,164.98,0.615
pak_choi,4,30.19,63.72,6.15,155.96,54.62,230.7,0.851
bean,4,15.63,43.83,5.65,140.46,50.23,200.46,0.754
pepper,6,26.43,68.71,5.69,188.74,54.37,248.74,0.949
arugula,1,29.28,73.27,7.27,98.11,29.82,117.34,0.473
tomato,4,19.47,78.77,6.02,205.63,62.81,285.63,1.069
spinach,2,17.27,62.49,5.49,94.24,27.12,114.24,0.454
lettuce,2,19.02,100.0,6.97,85.79,27.89,95.79,0.404
tomato,1,22.2,65.64,7.07,124.75,52.37,154.75,0.64
zucchini,4,27.9,49.92,6.08,186.87,63.44,306.87,1.075
mint,7,30.02,72.16,6.96,181.97,48.71,210.16,0.85
tomato,2,30.02,73.07,6.6,111.11,46.16,139.29,0.572
basil,8,21.0,42.2,5.68,142.46,36.23,172.46,0.677
zucchini,9,32.17,33.17,6.69,140.36,46.93,233.35,0.811
arugula,5,19.2,61.09,7.54,136.79,34.39,170.79,0.66
zucchini,6,30.99,69.27,5.98,169.67,57.52,278.9,0.976
spinach,4,18.35,65.6,5.32,179.85,59.92,249.85,0.944
strawberry,18,17.39,57.11,5.47,108.26,49.13,208.26,0.705
eggplant,1,21.47,48.89,6.04,118.75,49.37,148.75,0.611
lettuce,6,25.83,50.7,5.9,163.3,51.65,203.3,0.807
eggplant,9,26.92,44.46,5.88,169.04,69.52,349.04,1.133
zucchini,5,31.35,80.69,6.19,162.29,54.16,270.23,0.939
cilantro,2,29.41,65.06,7.17,74.07,27.46,93.22,0.376
tomato,9,19.06,100.0,7.65,146.98,69.24,325.48,1.045
mint,2,30.01,44.0,6.58,91.06,26.74,91.06,0.403
cilantro,6,19.85,61.92,5.79,129.99,34.99,169.99,0.646
lettuce,7,23.16,65.28,7.04,154.77,47.39,194.77,0.766
eggplant,1,28.17,72.14,6.43,124.57,52.34,154.42,0.639
basil,8,20.53,61.33,6.82,148.68,39.34,178.68,0.707
pak_choi,1,14.61,65.21,7.2,101.48,40.24,122.48,0.51
cilantro,6,25.77,58.3,6.46,142.73,41.36,182.73,0.707
bean,4,28.78,52.74,6.73,144.38,52.66,202.98,0.771
mint,6,25.64,69.03,5.29,187.48,48.74,217.48,0.875
pak_choi,6,25.69,80.2,5.83,173.93,61.96,253.93,0.945
melon,2,34.29,74.18,6.7,113.46,40.51,145.92,0.578
mint,3,26.36,56.93,5.09,189.36,49.68,219.36,0.884
eggplant,11,31.79,83.72,5.69,156.03,64.72,315.57,1.034
basil,3,22.67,67.33,4.19,124.66,32.58,150.16,0.593
tomato,13,29.28,69.07,5.14,153.51,71.95,355.44,1.12
pak_choi,3,13.59,52.7,7.35,165.9,56.7,249.9,0.911
cilantro,2,28.38,58.43,4.28,65.54,24.39,82.32,0.332
pak_choi,6,24.96,44.28,6.42,169.4,59.7,249.4,0.923
bean,1,28.65,63.18,6.78,116.91,38.84,116.91,0.526
pak_choi,4,26.89,34.42,6.24,148.86,51.93,220.86,0.813
arugula,1,23.32,70.05,5.96,101.68,30.84,121.68,0.49
eggplant,6,24.43,44.87,7.61,135.5,55.0,288.5,0.924
cilantro,3,23.26,27.95,6.31,134.44,40.22,170.44,0.666
lettuce,6,24.0,41.96,6.63,159.67,49.83,199.67,0.789
spinach,5,30.34,86.45,6.25,171.2,57.7,236.28,0.897
basil,5,20.49,42.54,5.62,152.5,41.25,182.5,0.726
pepper,2,24.17,61.41,6.19,113.95,36.97,133.95,0.549
tomato,8,33.02,58.84,6.67,142.03,66.77,320.4,1.021
bean,8,8.3,41.25,6.24,144.78,51.39,207.78,0.779
basil,6,7.81,69.15,6.06,162.57,44.54,194.07,0.774
mint,9,21.13,62.22,5.99,189.71,49.86,219.71,0.886
pepper,5,24.46,51.59,6.13,182.29,51.15,242.29,0.917
lettuce,1,29.78,56.44,5.93,80.32,25.96,89.78,0.378
mint,7,25.39,76.95,4.54,166.88,45.19,192.38,0.78
arugula,5,36.63,45.3,7.1,118.32,29.52,147.96,0.57
melon,11,25.8,73.18,5.37,161.87,70.94,381.87,1.185
mint,5,26.69,57.28,6.04,186.69,48.35,216.69,0.871
zucchini,9,31.2,57.46,8.06,128.65,41.7,219.13,0.751
bean,7,21.95,78.36,5.87,137.07,48.53,197.07,0.738
basil,5,29.49,37.14,5.74,130.32,35.23,155.98,0.62
melon,12,33.65,76.35,6.06,139.24,61.32,321.95,1.008
melon,9,28.7,61.76,5.59,154.97,67.69,370.35,1.144
spinach,4,25.32,54.57,5.76,177.1,58.55,247.1,0.931
spinach,2,24.83,50.28,6.2,102.68,31.34,122.68,0.495
cilantro,3,24.11,36.72,7.47,123.12,34.56,159.12,0.611
bean,3,34.25,78.51,7.1,111.3,39.4,160.05,0.599
basil,8,23.92,59.42,6.67,144.89,37.44,174.89,0.689
arugula,3,26.21,54.89,4.94,144.78,38.39,178.78,0.698
lettuce,6,26.51,75.18,7.36,153.84,46.92,193.84,0.761
pak_choi,4,20.42,69.97,6.62,174.19,62.1,254.19,0.946
pepper,13,18.91,46.21,5.68,156.41,58.2,316.41,1.024
basil,7,20.99,75.02,5.0,154.57,42.28,184.57,0.736
eggplant,16,22.86,56.5,6.99,180.72,75.36,360.72,1.19
mint,2,26.18,29.72,7.49,92.4,28.2,92.4,0.411
basil,3,31.09,63.38,7.31,140.81,38.65,168.03,0.67
lettuce,3,24.89,50.06,5.77,151.71,45.85,191.71,0.751
strawberry,18,18.46,36.21,7.52,72.07,32.29,147.07,0.485
cucumber,11,18.65,94.74,5.57,201.58,70.79,351.58,1.203
lettuce,1,31.75,74.0,6.3,67.45,20.41,76.32,0.317
spinach,1,23.72,50.52,6.83,105.89,32.95,125.89,0.511
arugula,1,18.63,36.81,4.77,68.82,19.41,83.82,0.332
strawberry,14,27.65,78.32,5.22,109.75,49.88,209.75,0.712
mint,8,22.92,21.96,6.21,167.57,43.29,194.57,0.782
bean,7,21.3,57.84,6.82,137.46,48.73,197.46,0.74
zucchini,2,16.07,47.07,7.17,130.41,50.21,160.41,0.658
strawberry,6,17.0,43.24,5.22,107.68,48.84,207.68,0.702
zucchini,3,28.12,67.25,6.36,182.75,61.49,302.32,1.054
bean,1,23.83,52.67,6.0,118.54,39.27,118.54,0.533
melon,3,21.12,46.27,5.47,136.05,48.02,176.05,0.695
cilantro,1,24.4,48.33,5.72,72.35,26.17,92.35,0.368
zucchini,7,33.23,37.98,5.59,140.73,48.07,229.9,0.807
zucchini,7,31.92,75.67,7.37,159.16,53.11,265.05,0.921
zucchini,4,13.61,71.16,5.66,180.17,58.58,306.17,1.051
spinach,3,21.29,55.92,6.11,184.42,62.21,254.42,0.966
spinach,1,23.05,58.7,7.05,102.1,31.05,122.1,0.492
pepper,14,14.02,62.28,6.22,162.63,60.31,330.63,1.068
strawberry,14,10.02,91.77,5.19,113.36,51.43,218.36,0.739
cucumber,1,34.21,49.17,6.67,101.59,34.52,126.0,0.505
melon,4,29.41,73.35,7.59,134.31,59.08,312.01,0.975
cucumber,11,31.28,44.35,6.15,188.59,67.25,323.83,1.118
cucumber,12,30.17,83.77,5.9,189.62,66.76,329.86,1.131
mint,5,27.74,98.51,7.23,188.07,49.03,218.07,0.878
spinach,6,22.92,80.93,6.53,181.86,60.93,251.86,0.954
pak_choi,4,19.26,43.52,6.63,172.48,61.24,252.48,0.938
zucchini,8,27.43,42.39,7.37,188.79,64.39,308.79,1.084
mint,2,25.93,71.05,5.36,99.31,29.66,99.31,0.44
bean,6,15.98,67.51,7.6,119.81,42.9,170.81,0.643
lettuce,1,21.02,64.84,5.23,87.96,28.98,97.96,0.414
bean,1,20.68,49.59,5.74,121.25,40.63,121.25,0.546
pak_choi,5,20.86,46.59,5.31,172.39,61.19,252.39,0.937
bean,9,30.67,24.21,5.97,110.07,38.64,159.27,0.594
bean,6,16.53,32.65,6.43,128.75,46.38,182.75,0.69
cilantro,3,23.33,86.86,6.39,144.7,42.35,184.7,0.717
arugula,4,15.31,59.56,6.24,159.35,39.67,199.35,0.768
pepper,6,19.03,66.17,5.71,185.65,52.82,245.65,0.934
basil,8,20.57,86.17,5.85,143.62,36.81,173.62,0.683
tomato,8,28.16,62.36,5.61,168.47,79.26,377.46,1.206
eggplant,7,26.09,37.16,6.7,145.88,59.44,307.88,0.99
tomato,11,17.45,68.1,5.67,173.05,81.53,383.05,1.23
mint,4,29.57,55.18,6.51,179.22,46.73,207.81,0.837
basil,4,19.21,57.16,5.82,145.98,37.99,175.98,0.694
basil,1,30.34,55.24,7.27,97.01,29.91,97.01,0.432
cucumber,1,20.89,75.36,7.5,118.11,39.06,148.11,0.589
cilantro,5,27.27,65.24,4.32,113.95,31.47,147.95,0.566
cucumber,5,23.8,91.49,6.09,194.54,67.27,344.54,1.169
cilantro,2,23.87,78.05,6.19,73.57,26.78,93.57,0.374
lettuce,2,19.28,46.37,7.06,92.15,31.07,102.15,0.435
melon,7,22.06,43.83,5.82,160.14,70.07,380.14,1.177
cucumber,10,29.83,63.13,5.64,184.86,64.08,326.63,1.11
bean,9,20.64,61.11,7.37,135.81,47.9,195.81,0.732
spinach,3,31.8,85.88,6.99,153.78,50.31,215.8,0.81
pepper,12,21.07,43.94,5.94,170.89,65.44,330.89,1.094
cucumber,9,19.4,65.69,6.59,205.37,72.68,355.37,1.222
cucumber,11,23.8,67.53,5.26,200.63,70.31,350.63,1.199
basil,1,34.45,35.23,7.52,48.83,13.29,48.83,0.214
eggplant,10,23.17,58.35,7.11,167.61,68.81,347.61,1.126
melon,9,19.13,47.39,6.24,152.42,66.21,372.42,1.14
arugula,1,27.62,42.48,5.68,94.61,27.31,114.61,0.456
mint,6,30.91,75.79,5.79,178.62,48.24,206.0,0.835
mint,1,29.09,43.12,5.88,99.01,30.16,99.01,0.44
spinach,5,26.15,82.27,6.44,181.38,60.69,251.38,0.952
lettuce,4,23.05,45.15,5.03,160.23,50.12,200.23,0.792
pak_choi,5,27.22,41.03,6.42,168.17,59.09,248.17,0.917
melon,1,18.38,78.92,6.7,142.42,51.21,182.42,0.725
eggplant,2,23.33,78.14,7.16,115.99,47.99,145.99,0.598
tomato,10,20.4,86.24,6.02,163.94,76.97,373.94,1.186
mint,5,27.31,65.68,6.86,186.81,48.4,216.81,0.872
lettuce,5,15.35,39.46,5.19,148.74,47.37,184.74,0.734
spinach,2,30.1,82.24,6.22,90.53,26.52,109.27,0.436
cilantro,6,19.3,81.12,6.95,141.61,40.8,181.61,0.702
arugula,5,20.86,74.87,4.77,138.34,35.17,172.34,0.667
zucchini,7,18.65,58.64,6.5,175.65,57.83,295.65,1.02
eggplant,5,25.94,64.62,5.79,172.05,71.02,352.05,1.148
zucchini,3,24.5,33.24,6.44,159.4,52.7,267.4,0.925
basil,5,19.1,89.62,6.41,144.74,37.37,174.74,0.688
spinach,1,17.27,68.89,5.07,93.56,26.78,113.56,0.451
zucchini,4,31.69,39.87,4.91,115.41,38.53,192.13,0.667
strawberry,5,29.57,59.5,5.34,106.35,48.41,201.64,0.687
eggplant,4,20.96,63.72,5.42,115.87,47.93,145.87,0.597
